"Junior" "Senior" "Rule"
"Heterocetus_brevifrons" "Heterocetus_major" "Rule 1B"
"Heterocetus_brevifrons" "Heterocetus_scriptus" "Rule 1B"
"Heterocetus_guiscardii" "Heterocetus_major" "Rule 1B"
"Heterocetus_guiscardii" "Heterocetus_scriptus" "Rule 1B"
"Heterocetus_major" "Heterocetus_scriptus" "Rule 1B"
"Heterodelphis_croatica" "Heterodelphis_klinderi" "Rule 1B"
"Heterodelphis_croatica" "Heterodelphis_leiodontus" "Rule 1B"
"Heterodelphis_klinderi" "Heterodelphis_leiodontus" "Rule 1B"
"Hibacetus_hirosei" "Imerocetus_karaganicus" "Rule 1B"
"Hibacetus_hirosei" "Palaeobalaena_bergi" "Rule 1B"
"Hibacetus_hirosei" "Ciuciulea_davidi" "Rule 2B"
"Hibacetus_hirosei" "Eucetotherium_helmersenii" "Rule 2B"
"Hibacetus_hirosei" "Vampalus_sayasanicus" "Rule 2B"
"Hibacetus_hirosei" "Tiucetus_rosae" "Rule 2B"
"Hibacetus_hirosei" "Cephalotropis_coronatus" "Rule 2B"
"Hibacetus_hirosei" "Herentalia_nigra" "Rule 2B"
"Hibacetus_hirosei" "Cophocetus_oregonensis" "Rule 2B"
"Hibacetus_hirosei" "Joumocetus_shimizui" "Rule 2B"
